1430506738,289019,30:f7:c5:51:85:76,34:23:ba:69:d2:94
1430506738,295627,null,34:23:ba:69:d2:94
1430506738,296772,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,297004,null,34:23:ba:69:d2:94
1430506738,297745,null,34:23:ba:69:d2:94
1430506738,298241,null,34:23:ba:69:d2:94
1430506738,298489,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,311165,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,313171,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,315420,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,317591,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,317758,24:de:c6:11:f7:20,ff:ff:ff:ff:ff:ff
1430506738,318197,24:de:c6:11:f7:21,ff:ff:ff:ff:ff:ff
1430506738,318417,24:de:c6:11:f7:22,ff:ff:ff:ff:ff:ff
1430506738,318682,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,320833,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,323095,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,325350,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,325376,null,34:23:ba:69:d2:94
1430506738,325488,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,327717,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,329977,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,332101,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,332416,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,334849,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,340487,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,342681,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,342703,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,342705,null,6c:f3:7f:a7:a3:80
1430506738,344811,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,346086,6c:f3:7f:a7:a3:80,ff:ff:ff:ff:ff:ff
1430506738,346252,6c:f3:7f:a7:a3:81,ff:ff:ff:ff:ff:ff
1430506738,346706,6c:f3:7f:a7:a3:82,ff:ff:ff:ff:ff:ff
1430506738,348850,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,348877,null,6c:f3:7f:a7:a3:80
1430506738,351226,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,351251,null,6c:f3:7f:a7:a3:80
1430506738,351254,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,351576,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,351595,null,34:23:ba:69:d2:94
1430506738,351959,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,352316,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,352334,null,6c:f3:7f:a7:a3:80
1430506738,352539,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,354705,null,34:23:ba:69:d2:94
1430506738,354729,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,354731,null,34:23:ba:69:d2:94
1430506738,354733,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,357603,null,34:23:ba:69:d2:94
1430506738,357627,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,357966,null,34:23:ba:69:d2:94
1430506738,358136,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,359927,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,365085,18:64:72:db:eb:62,ff:ff:ff:ff:ff:ff
1430506738,365924,null,34:23:ba:69:d2:94
1430506738,365945,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,365948,null,34:23:ba:69:d2:94
1430506738,365950,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,365953,null,34:23:ba:69:d2:94
1430506738,365955,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,366530,null,34:23:ba:69:d2:94
1430506738,366550,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,373052,6c:f3:7f:a7:a3:80,34:23:ba:69:d2:94
1430506738,373079,null,6c:f3:7f:a7:a3:80
